OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultParticleSizeBasisText,USGSPCode
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801073,8/31/88,16:30:00,PDT,USGS-12508850,NWIS-70014315,,,,Sediment,Bed Sediment,100,%,,Accepted,,Actual,< 0.25 mm,80166
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801073,8/31/88,16:30:00,PDT,USGS-12508850,NWIS-70014316,,,,Sediment,Bed Sediment,100,%,,Accepted,,Actual,< 0.5 mm,80167
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801073,8/31/88,16:30:00,PDT,USGS-12508850,NWIS-70014318,,,,Sediment,Bed Sediment,20,%,,Accepted,,Actual,< 0.031 mm,80283
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801073,8/31/88,16:30:00,PDT,USGS-12508850,NWIS-70014319,,,,Sediment,Bed Sediment,5,%,,Accepted,,Actual,< 0.008 mm,80293
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801073,8/31/88,16:30:00,PDT,USGS-12508850,NWIS-70014320,,,,Sediment,Bed Sediment,4,%,,Accepted,,Actual,< 0.002 mm,80294
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801074,8/31/88,10:00:00,PDT,USGS-12510500,NWIS-70014396,,,,Sediment,Bed Sediment,2,%,,Accepted,,Actual,< 0.004 mm,80157
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801074,8/31/88,10:00:00,PDT,USGS-12510500,NWIS-70014397,,,,Sediment,Bed Sediment,6,%,,Accepted,,Actual,< 0.0625 mm,80164
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801074,8/31/88,10:00:00,PDT,USGS-12510500,NWIS-70014398,,,,Sediment,Bed Sediment,13,%,,Accepted,,Actual,< 0.125 mm,80165
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801074,8/31/88,10:00:00,PDT,USGS-12510500,NWIS-70014399,,,,Sediment,Bed Sediment,53,%,,Accepted,,Actual,< 0.25 mm,80166
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801074,8/31/88,10:00:00,PDT,USGS-12510500,NWIS-70014400,,,,Sediment,Bed Sediment,98,%,,Accepted,,Actual,< 0.5 mm,80167
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801074,8/31/88,10:00:00,PDT,USGS-12510500,NWIS-70014401,,,,Sediment,Bed Sediment,100,%,,Accepted,,Actual,< 1 mm,80168
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801074,8/31/88,10:00:00,PDT,USGS-12510500,NWIS-70014402,,,,Sediment,Bed Sediment,100,%,,Accepted,,Actual,< 2 mm,80169
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801074,8/31/88,10:00:00,PDT,USGS-12510500,NWIS-70014403,,,,Sediment,Bed Sediment,2,%,,Accepted,,Actual,< 0.016 mm,80282
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801074,8/31/88,10:00:00,PDT,USGS-12510500,NWIS-70014404,,,,Sediment,Bed Sediment,4,%,,Accepted,,Actual,< 0.031 mm,80283
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801074,8/31/88,10:00:00,PDT,USGS-12510500,NWIS-70014405,,,,Sediment,Bed Sediment,2,%,,Accepted,,Actual,< 0.008 mm,80293
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801074,8/31/88,10:00:00,PDT,USGS-12510500,NWIS-70014406,,,,Sediment,Bed Sediment,2,%,,Accepted,,Actual,< 0.002 mm,80294
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802067,9/1/88,9:00:00,PDT,USGS-461744119522400,NWIS-70029766,,,,Sediment,Bed Sediment,4,%,,Accepted,,Actual,< 0.004 mm,80157
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802067,9/1/88,9:00:00,PDT,USGS-461744119522400,NWIS-70029767,,,,Sediment,Bed Sediment,23,%,,Accepted,,Actual,< 0.0625 mm,80164
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802067,9/1/88,9:00:00,PDT,USGS-461744119522400,NWIS-70029768,,,,Sediment,Bed Sediment,53,%,,Accepted,,Actual,< 0.125 mm,80165
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802067,9/1/88,9:00:00,PDT,USGS-461744119522400,NWIS-70029769,,,,Sediment,Bed Sediment,92,%,,Accepted,,Actual,< 0.25 mm,80166
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802067,9/1/88,9:00:00,PDT,USGS-461744119522400,NWIS-70029770,,,,Sediment,Bed Sediment,99,%,,Accepted,,Actual,< 0.5 mm,80167
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802067,9/1/88,9:00:00,PDT,USGS-461744119522400,NWIS-70029771,,,,Sediment,Bed Sediment,100,%,,Accepted,,Actual,< 1 mm,80168
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802067,9/1/88,9:00:00,PDT,USGS-461744119522400,NWIS-70029772,,,,Sediment,Bed Sediment,8,%,,Accepted,,Actual,< 0.016 mm,80282
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802067,9/1/88,9:00:00,PDT,USGS-461744119522400,NWIS-70029773,,,,Sediment,Bed Sediment,13,%,,Accepted,,Actual,< 0.031 mm,80283
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802067,9/1/88,9:00:00,PDT,USGS-461744119522400,NWIS-70029774,,,,Sediment,Bed Sediment,5,%,,Accepted,,Actual,< 0.008 mm,80293
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802067,9/1/88,9:00:00,PDT,USGS-461744119522400,NWIS-70029775,,,,Sediment,Bed Sediment,4,%,,Accepted,,Actual,< 0.002 mm,80294
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802065,9/1/88,10:00:00,PDT,USGS-463501120353300,NWIS-70029606,,,,Sediment,Bed Sediment,10,%,,Accepted,,Actual,< 0.004 mm,80157
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802065,9/1/88,10:00:00,PDT,USGS-463501120353300,NWIS-70029607,,,,Sediment,Bed Sediment,45,%,,Accepted,,Actual,< 0.0625 mm,80164
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802065,9/1/88,10:00:00,PDT,USGS-463501120353300,NWIS-70029608,,,,Sediment,Bed Sediment,62,%,,Accepted,,Actual,< 0.125 mm,80165
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802065,9/1/88,10:00:00,PDT,USGS-463501120353300,NWIS-70029609,,,,Sediment,Bed Sediment,81,%,,Accepted,,Actual,< 0.25 mm,80166
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802065,9/1/88,10:00:00,PDT,USGS-463501120353300,NWIS-70029610,,,,Sediment,Bed Sediment,96,%,,Accepted,,Actual,< 0.5 mm,80167
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802065,9/1/88,10:00:00,PDT,USGS-463501120353300,NWIS-70029611,,,,Sediment,Bed Sediment,100,%,,Accepted,,Actual,< 1 mm,80168
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802065,9/1/88,10:00:00,PDT,USGS-463501120353300,NWIS-70029612,,,,Sediment,Bed Sediment,16,%,,Accepted,,Actual,< 0.016 mm,80282
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802065,9/1/88,10:00:00,PDT,USGS-463501120353300,NWIS-70029613,,,,Sediment,Bed Sediment,27,%,,Accepted,,Actual,< 0.031 mm,80283
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802065,9/1/88,10:00:00,PDT,USGS-463501120353300,NWIS-70029614,,,,Sediment,Bed Sediment,11,%,,Accepted,,Actual,< 0.008 mm,80293
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98802065,9/1/88,10:00:00,PDT,USGS-463501120353300,NWIS-70029615,,,,Sediment,Bed Sediment,9,%,,Accepted,,Actual,< 0.002 mm,80294
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801068,9/2/88,10:00:00,PDT,USGS-12505460,NWIS-70013980,,,,Sediment,Bed Sediment,8,%,,Accepted,,Actual,< 0.016 mm,80282
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801068,9/2/88,10:00:00,PDT,USGS-12505460,NWIS-70013975,,,,Sediment,Bed Sediment,4,%,,Accepted,,Actual,< 0.004 mm,80157
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801068,9/2/88,10:00:00,PDT,USGS-12505460,NWIS-70013976,,,,Sediment,Bed Sediment,71,%,,Accepted,,Actual,< 0.0625 mm,80164
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801068,9/2/88,10:00:00,PDT,USGS-12505460,NWIS-70013977,,,,Sediment,Bed Sediment,97,%,,Accepted,,Actual,< 0.125 mm,80165
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801068,9/2/88,10:00:00,PDT,USGS-12505460,NWIS-70013978,,,,Sediment,Bed Sediment,100,%,,Accepted,,Actual,< 0.25 mm,80166
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801068,9/2/88,10:00:00,PDT,USGS-12505460,NWIS-70013979,,,,Sediment,Bed Sediment,100,%,,Accepted,,Actual,< 0.5 mm,80167
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801068,9/2/88,10:00:00,PDT,USGS-12505460,NWIS-70013981,,,,Sediment,Bed Sediment,28,%,,Accepted,,Actual,< 0.031 mm,80283
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801068,9/2/88,10:00:00,PDT,USGS-12505460,NWIS-70013982,,,,Sediment,Bed Sediment,6,%,,Accepted,,Actual,< 0.008 mm,80293
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801068,9/2/88,10:00:00,PDT,USGS-12505460,NWIS-70013983,,,,Sediment,Bed Sediment,4,%,,Accepted,,Actual,< 0.002 mm,80294
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801067,8/30/88,14:30:00,PDT,USGS-12500445,NWIS-70013890,,,,Sediment,Bed Sediment,14,%,,Accepted,,Actual,< 0.004 mm,80157
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801067,8/30/88,14:30:00,PDT,USGS-12500445,NWIS-70013891,,,,Sediment,Bed Sediment,62,%,,Accepted,,Actual,< 0.0625 mm,80164
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801067,8/30/88,14:30:00,PDT,USGS-12500445,NWIS-70013892,,,,Sediment,Bed Sediment,77,%,,Accepted,,Actual,< 0.125 mm,80165
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801067,8/30/88,14:30:00,PDT,USGS-12500445,NWIS-70013893,,,,Sediment,Bed Sediment,93,%,,Accepted,,Actual,< 0.25 mm,80166
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801067,8/30/88,14:30:00,PDT,USGS-12500445,NWIS-70013894,,,,Sediment,Bed Sediment,99,%,,Accepted,,Actual,< 0.5 mm,80167
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801067,8/30/88,14:30:00,PDT,USGS-12500445,NWIS-70013895,,,,Sediment,Bed Sediment,100,%,,Accepted,,Actual,< 1 mm,80168
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801067,8/30/88,14:30:00,PDT,USGS-12500445,NWIS-70013896,,,,Sediment,Bed Sediment,28,%,,Accepted,,Actual,< 0.016 mm,80282
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801067,8/30/88,14:30:00,PDT,USGS-12500445,NWIS-70013897,,,,Sediment,Bed Sediment,45,%,,Accepted,,Actual,< 0.031 mm,80283
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801067,8/30/88,14:30:00,PDT,USGS-12500445,NWIS-70013898,,,,Sediment,Bed Sediment,16,%,,Accepted,,Actual,< 0.008 mm,80293
USGS-WA,USGS Washington Water Science Center,nwiswa.01.98801067,8/30/88,14:30:00,PDT,USGS-12500445,NWIS-70013899,,,,Sediment,Bed Sediment,13,%,,Accepted,,Actual,< 0.002 mm,80294
